60	94	111	87	1	
64	111	120	98	1	
64	116	128	103	1	
76	115	120	102	1	
67	87	100	83	1	
56	81	93	83	1	
53	71	89	73	1	
67	111	113	100	1	
52	71	80	70	1	
60	97	114	87	1	
75	103	119	98	1	
59	87	104	87	1	
64	95	113	88	1	
63	73	93	75	1	
57	88	101	87	1	
53	75	89	76	1	
56	87	100	85	1	
49	73	97	83	1	
70	100	117	96	1	
51	68	85	75	1	
59	83	96	81	1	
48	75	96	75	1	
56	79	88	81	1	
55	87	100	83	1	
64	111	125	98	1	
76	112	118	96	1	
63	87	96	83	1	
74	96	104	89	1	
63	103	113	96	1	
64	91	113	88	1	
68	103	113	88	1	
52	70	82	72	1	
56	91	104	81	1	
52	87	108	85	1	
82	109	112	92	1	
71	99	113	92	1	
56	75	92	74	1	
74	97	105	94	1	
50	71	82	73	1	
67	106	114	87	1	
53	85	102	79	1	
67	108	135	98	1	
60	88	105	87	1	
52	84	97	86	1	
63	99	110	90	1	
57	89	106	87	1	
59	95	109	87	1	
75	107	123	96	1	
74	113	117	96	1	
60	92	105	87	1	
67	106	110	90	1	
50	83	104	85	1	
64	89	98	79	1	
67	108	124	94	1	
64	87	100	85	1	
70	106	114	90	1	
63	103	114	90	1	
51	83	93	75	1	
63	95	105	86	1	
66	113	122	103	1	
50	66	82	72	1	
63	79	97	83	1	
66	96	112	89	1	
63	106	119	101	1	
53	87	104	85	1	
68	112	128	99	1	
68	91	104	85	1	
49	75	92	78	1	
80	106	106	91	1	
63	96	104	89	1	
56	83	104	85	1	
63	104	108	92	1	
97	121	128	103	1	
52	71	84	78	1	
67	111	114	97	1	
67	102	114	94	1	
60	79	91	81	1	
57	98	106	91	1	
53	83	100	78	1	
53	83	100	81	1	
64	111	120	94	1	
63	91	105	83	1	
63	79	89	83	1	
63	97	105	87	1	
53	75	93	73	1	
71	116	123	100	1	
76	106	115	94	1	
70	109	112	96	1	
64	98	106	91	1	
52	84	105	86	1	
68	99	108	85	1	
52	73	90	79	1	
71	103	108	88	1	
59	91	100	87	1	
57	85	98	79	1	
60	94	102	87	1	
68	83	100	85	1	
60	89	111	94	1	
50	75	89	80	1	
55	79	93	79	1	
92	103	108	81	1	
70	109	122	100	1	
74	100	112	92	1	
52	70	90	75	1	
67	111	124	97	1	
68	106	111	91	1	
72	115	120	98	1	
60	88	110	83	1	
46	73	90	75	1	
79	111	118	96	1	
57	79	97	80	1	
76	112	118	92	1	
66	87	100	85	1	
56	84	97	83	1	
84	116	128	103	1	
68	89	102	79	1	
68	94	111	91	1	
59	75	96	79	1	
55	87	100	87	1	
67	103	119	94	1	
50	66	82	76	1	
79	107	109	96	1	
59	99	113	92	1	
64	89	98	83	1	
64	87	100	88	1	
60	107	122	96	1	
56	70	110	98	1	
71	112	122	103	1	
56	83	104	81	1	
71	112	119	98	1	
70	118	127	100	1	
63	107	118	92	1	
67	99	109	83	1	
67	112	130	98	1	
53	84	105	83	1	
63	79	88	78	1	
66	109	122	92	1	
52	71	84	74	1	
67	95	105	79	1	
78	113	112	96	1	
50	67	85	76	1	
67	99	110	86	1	
68	111	115	98	1	
59	84	93	79	1	
53	77	90	76	1	
71	108	130	101	1	
71	107	122	103	1	
64	115	125	102	1	
66	100	112	92	1	
57	92	101	87	1	
64	85	98	83	1	
63	106	119	90	1	
63	95	113	87	1	
63	81	101	86	1	
63	104	117	96	1	
68	116	128	99	1	
63	104	117	92	1	
63	102	114	87	1	
52	81	97	79	1	
63	106	119	94	1	
59	81	105	86	1	
48	72	89	75	1	
71	107	123	100	1	
59	75	100	83	1	
56	63	84	70	1	
67	99	113	92	1	
67	102	105	87	1	
64	103	118	99	1	
53	71	91	74	1	
80	107	122	96	1	
79	107	123	100	1	
53	83	96	81	1	
67	99	113	96	1	
59	87	96	81	1	
71	95	119	94	1	
64	99	113	88	1	
47	67	85	69	1	
64	111	125	102	1	
76	107	118	96	1	
63	96	112	85	1	
64	103	118	96	1	
53	85	94	83	1	
64	112	128	103	1	
63	75	97	80	1	
57	81	98	83	1	
53	77	94	79	1	
63	113	122	96	1	
60	103	118	92	1	
68	102	106	87	1	
57	94	102	87	1	
60	91	104	85	1	
59	75	96	87	1	
68	107	122	96	1	
71	103	122	96	1	
55	87	104	87	1	
63	83	100	85	1	
67	103	110	94	1	
68	91	104	88	1	
63	106	114	90	1	
51	79	100	79	1	
57	106	110	90	1	
55	79	93	75	1	
49	75	88	78	1	
49	71	88	78	1	
59	79	92	81	1	
63	99	110	86	1	
48	68	89	75	1	
57	97	110	87	1	
51	75	93	79	1	
68	111	115	94	1	
53	85	98	83	1	
63	106	114	97	1	
52	79	96	78	1	
63	108	124	98	1	
56	87	100	78	1	
51	64	85	75	1	
64	112	122	99	1	
53	73	98	76	1	
57	79	93	80	1	
71	99	104	87	1	
67	91	104	92	1	
75	111	128	100	1	
60	95	113	92	1	
63	109	122	96	1	
63	112	114	94	1	
52	71	84	70	1	
48	75	89	79	1	
60	89	98	83	1	
53	83	96	78	1	
64	111	115	102	1	
84	111	128	100	1	
50	73	86	76	1	
82	120	124	101	1	
67	106	114	94	1	
52	79	92	81	1	
50	71	89	76	1	
49	73	86	75	1	
63	91	105	90	1	
59	87	104	92	1	
76	107	122	103	1	
67	106	114	97	1	
63	91	101	90	1	
56	87	100	81	1	
67	99	110	94	1	
67	97	114	90	1	
53	79	96	78	1	
71	99	110	94	1	
84	103	118	92	1	
68	99	113	85	1	
63	95	109	92	1	
63	112	119	94	1	
56	79	96	78	1	
72	106	111	91	1	
75	112	119	101	1	
64	91	100	81	1	
67	108	114	94	1	
59	79	93	75	1	
53	95	108	85	1	
53	85	102	87	1	
64	107	122	92	1	
68	112	128	96	1	
64	94	102	83	1	
56	87	104	81	1	
67	108	114	98	1	
50	71	85	76	1	
57	94	111	91	1	
71	108	114	98	1	
63	102	114	94	1	
55	72	93	71	1	
75	99	101	79	1	
68	102	115	91	1	
64	95	104	81	1	
67	112	124	101	1	
63	107	123	100	1	
49	73	97	79	1	
56	79	92	78	1	
59	103	118	92	1	
59	88	101	86	1	
60	84	97	80	1	
52	84	97	83	1	
59	99	114	90	1	
67	103	118	96	1	
56	91	104	88	1	
53	84	110	87	1	
53	79	89	76	1	
63	95	104	87	1	
63	95	101	86	1	
71	103	114	98	1	
60	73	86	76	1	
60	85	102	87	1	
50	79	96	81	1	
59	72	85	75	1	
66	113	117	96	1	
67	99	105	86	1	
64	106	115	98	1	
68	112	122	92	1	
56	83	96	78	1	
63	96	108	89	1	
55	72	89	71	1	
51	68	77	71	1	
56	68	83	67	1	
59	95	110	90	1	
76	112	122	96	1	
63	99	110	94	1	
68	94	115	91	1	
66	104	108	96	1	
70	111	119	94	1	
53	89	106	87	1	
72	102	106	91	1	
60	83	100	81	1	
67	95	101	86	1	
50	75	97	76	1	
63	75	96	83	1	
70	96	104	89	1	
64	91	104	92	1	
63	87	92	81	1	
66	100	117	92	1	
53	68	83	70	1	
49	79	96	78	1	
67	116	123	100	1	
75	103	113	96	1	
53	85	94	76	1	
60	75	89	80	1	
67	103	113	92	1	
50	71	89	80	1	
52	77	90	75	1	
50	79	93	80	1	
60	77	94	76	1	
63	87	100	83	1	
71	111	128	96	1	
67	107	123	96	1	
64	98	106	87	1	
64	95	108	88	1	
59	100	104	81	1	
64	106	125	98	1	
66	113	127	103	1	
67	112	130	101	1	
63	100	104	89	1	
56	84	93	83	1	
53	88	105	83	1	
66	104	112	89	1	
59	91	104	83	1	
71	112	130	101	1	
56	91	104	85	1	
70	113	122	96	1	
67	83	96	79	1	
67	106	114	90	1	
71	112	128	99	1	
59	95	105	90	1	
60	83	96	81	1	
67	103	109	87	1	
60	99	113	92	1	
59	95	110	86	1	
71	103	109	87	1	
68	112	122	96	1	
63	91	104	83	1	
53	79	93	73	1	
60	77	94	79	1	
64	112	118	96	1	
59	84	93	83	1	
70	111	124	97	1	
63	112	130	101	1	
57	92	114	87	1	
67	112	114	98	1	
66	113	127	100	1	
60	98	111	87	1	
56	75	87	74	1	
75	103	118	96	1	
66	109	117	92	1	
63	87	104	85	1	
63	100	122	92	1	
57	88	105	87	1	
56	88	105	83	1	
63	87	108	85	1	
63	91	101	79	1	
55	79	89	79	1	
67	84	97	83	1	
66	109	117	100	1	
57	88	105	83	1	
63	96	112	92	1	
66	104	117	92	1	
51	79	96	79	1	
78	92	110	94	1	
66	91	100	81	1	
50	75	97	80	1	
56	81	93	79	1	
63	91	108	89	1	
71	103	119	94	1	
75	116	128	100	1	
68	112	122	103	1	
67	112	119	98	1	
51	72	81	71	1	
53	75	96	78	1	
68	115	120	102	1	
57	92	110	87	1	
59	77	90	79	1	
51	79	104	83	1	
57	77	98	79	1	
70	113	117	100	1	
50	75	96	78	1	
68	106	115	91	1	
50	77	90	79	1	
71	103	118	92	1	
64	115	125	98	1	
46	79	96	78	1	
68	107	113	92	1	
74	102	114	90	1	
74	92	105	90	1	
68	111	120	94	1	
56	84	105	86	1	
60	91	100	85	1	
56	83	108	85	1	
50	73	90	76	1	
49	70	86	75	1	
63	112	124	98	1	
60	81	98	79	1	
63	104	108	89	1	
63	84	97	83	1	
76	107	122	99	1	
67	107	123	100	1	
74	106	124	104	1	
64	81	90	83	1	
68	112	118	96	1	
60	81	90	76	1	
68	102	115	94	1	
64	102	115	98	1	
67	115	119	101	1	
67	103	109	92	1	
64	102	115	91	1	
49	73	90	75	1	
68	107	118	92	1	
67	103	114	90	1	
64	81	98	83	1	
64	112	122	96	1	
63	111	124	94	1	
92	116	133	103	1	
56	79	91	78	1	
52	70	82	75	1	
63	91	100	83	1	
66	109	117	96	1	
56	79	100	81	1	
70	113	127	96	1	
48	61	74	67	1	
68	115	125	98	1	
56	87	104	85	1	
53	71	82	73	1	
74	100	108	92	1	
68	106	111	98	1	
68	111	125	102	1	
52	79	92	78	1	
67	95	109	87	1	
79	103	123	100	1	
63	107	113	92	1	
59	83	100	83	1	
63	115	124	101	1	
76	116	122	99	1	
66	104	117	96	1	
50	75	91	78	1	
63	102	110	94	1	
67	112	124	98	1	
63	103	119	94	1	
84	103	118	96	1	
53	91	104	88	1	
60	106	115	94	1	
70	113	117	96	1	
52	83	100	81	1	
78	111	119	94	1	
75	112	119	98	1	
66	113	117	100	1	
67	77	97	79	1	
79	112	124	101	1	
67	106	124	101	1	
78	97	114	97	1	
46	75	96	78	1	
64	103	113	88	1	
57	84	101	80	1	
64	106	111	91	1	
63	87	100	87	1	
57	84	93	76	1	
64	89	106	83	1	
71	103	113	96	1	
71	111	118	100	1	
52	67	84	78	1	
74	109	112	96	1	
74	113	122	100	1	
67	115	129	104	1	
57	94	106	83	1	
53	83	100	85	1	
67	92	101	90	1	
68	103	113	92	1	
57	94	111	87	1	
67	111	118	100	1	
67	111	119	101	1	
50	68	87	74	1	
56	71	79	74	1	
57	85	94	79	1	
88	115	131	102	1	
51	75	89	75	1	
66	96	108	92	1	
67	111	118	96	1	
56	83	100	85	1	
63	100	117	96	1	
70	104	112	96	1	
76	94	106	91	1	
74	111	114	97	1	
59	91	104	85	1	
59	83	96	79	1	
57	81	90	76	1	
67	99	114	86	1	
70	109	122	96	1	
59	83	100	81	1	
68	91	96	78	1	
71	107	123	96	1	
64	87	104	85	1	
50	71	85	73	1	
70	113	122	103	1	
53	71	78	73	1	
72	115	120	102	1	
87	112	119	98	1	
51	75	96	79	1	
66	104	122	103	1	
70	111	119	97	1	
64	112	128	96	1	
67	115	124	97	1	
56	84	97	79	1	
71	116	122	99	1	
60	99	108	88	1	
68	103	118	92	1	
70	111	114	90	1	
59	84	90	75	1	
63	103	114	94	1	
68	87	96	81	1	
60	89	102	83	1	
56	79	96	81	1	
71	111	123	104	1	
59	87	104	83	1	
60	85	94	79	1	
60	87	96	81	1	
63	92	105	80	1	
71	111	113	96	1	
63	96	112	89	1	
63	103	113	92	1	
71	99	108	88	1	
53	81	102	83	1	
56	91	108	85	1	
67	108	119	101	1	
60	106	115	98	1	
75	108	119	98	1	
53	73	90	76	1	
64	111	115	98	1	
53	89	106	83	1	
63	103	110	90	1	
66	100	108	89	1	
67	99	114	94	1	
53	69	82	76	1	
53	71	85	69	1	
59	88	110	90	1	
63	88	105	90	1	
68	116	122	103	1	
67	107	113	96	1	
93	120	124	104	1	
59	103	119	94	1	
57	73	90	76	1	
68	111	120	102	1	
53	75	87	78	1	
63	83	104	89	1	
56	75	92	78	1	
70	100	112	92	1	
56	83	96	85	1	
84	112	122	96	1	
53	84	97	83	1	
57	75	97	76	1	
79	112	124	98	1	
56	70	82	72	1	
56	91	108	89	1	
53	77	94	76	1	
57	102	115	94	1	
64	98	115	91	1	
63	99	114	90	1	
64	94	111	91	1	
71	112	118	99	1	
60	95	113	88	1	
63	79	100	87	1	
76	112	128	99	1	
64	107	122	96	1	
66	104	108	89	1	
71	79	109	92	1	
57	85	98	83	1	
80	116	128	103	1	
67	88	105	87	1	
59	73	93	75	1	
50	79	93	76	1	
80	111	115	94	1	
66	113	122	100	1	
63	84	101	83	1	
59	99	110	90	1	
66	100	112	89	1	
70	115	119	97	1	
53	55	98	91	2	
49	34	122	125	2	
44	29	136	146	2	
43	34	118	132	2	
44	32	128	125	2	
42	32	130	135	2	
44	37	105	111	2	
44	37	102	102	2	
57	63	97	90	2	
42	30	105	116	2	
50	39	122	117	2	
67	70	101	83	2	
46	37	119	131	2	
41	32	139	150	2	
52	43	92	92	2	
52	40	97	101	2	
46	29	108	122	2	
51	45	104	100	2	
59	58	104	92	2	
56	53	108	107	2	
53	49	93	90	2	
47	40	93	94	2	
47	40	115	120	2	
59	63	90	75	2	
52	48	105	105	2	
46	34	112	133	2	
41	29	113	129	2	
53	49	101	101	2	
44	29	106	113	2	
67	71	89	80	2	
46	36	100	107	2	
60	59	98	91	2	
46	32	117	129	2	
53	53	85	76	2	
52	48	90	98	2	
53	51	104	114	2	
50	45	113	107	2	
47	34	114	126	2	
50	39	104	103	2	
44	32	104	104	2	
68	75	83	70	2	
48	29	123	125	2	
43	32	122	129	2	
44	34	120	120	2	
59	51	101	113	2	
44	40	120	120	2	
43	36	118	128	2	
44	32	123	129	2	
43	32	133	144	2	
42	32	105	109	2	
46	32	135	142	2	
43	32	127	133	2	
40	29	113	128	2	
71	83	93	79	2	
46	29	138	151	2	
44	31	124	143	2	
40	31	104	107	2	
44	32	128	133	2	
43	32	104	107	2	
71	79	96	74	2	
44	29	123	133	2	
49	34	124	131	2	
63	54	100	92	2	
42	32	130	139	2	
44	29	113	129	2	
68	75	96	78	2	
63	57	105	101	2	
51	37	118	112	2	
44	34	129	136	2	
48	32	134	133	2	
46	32	124	135	2	
50	36	113	128	2	
46	34	124	131	2	
46	31	128	135	2	
49	40	112	114	2	
44	29	145	150	2	
47	37	105	115	2	
49	40	112	125	2	
46	32	108	122	2	
48	34	118	112	2	
43	29	122	135	2	
49	40	96	89	2	
44	32	118	125	2	
46	29	133	140	2	
48	40	118	112	2	
44	29	114	133	2	
46	29	127	133	2	
50	31	131	135	2	
48	34	128	129	2	
49	34	122	129	2	
40	32	100	107	2	
47	40	105	122	2	
55	48	104	108	2	
78	87	92	78	2	
68	79	100	81	2	
43	29	117	133	2	
47	34	115	124	2	
71	73	101	90	2	
46	34	118	132	2	
44	31	114	133	2	
47	31	125	135	2	
46	34	118	121	2	
47	37	101	101	2	
64	62	94	83	2	
74	79	100	81	2	
53	43	106	102	2	
52	53	108	114	2	
64	69	102	83	2	
44	32	109	125	2	
48	40	113	112	2	
42	34	119	129	2	
71	83	96	75	2	
46	34	112	122	2	
47	31	131	135	2	
41	27	123	129	2	
49	37	114	116	2	
53	75	104	92	2	
50	34	106	113	2	
56	54	104	92	2	
52	37	114	124	2	
42	29	114	129	2	
50	45	100	99	2	
47	31	120	124	2	
46	46	112	114	2	
44	32	134	141	2	
44	37	134	137	2	
46	34	104	107	2	
43	29	108	114	2	
43	34	127	133	2	
46	27	108	129	2	
75	79	100	83	2	
63	73	97	83	2	
75	70	101	94	2	
40	31	104	125	2	
51	58	113	104	2	
50	34	122	135	2	
46	30	124	142	2	
43	27	122	133	2	
49	34	112	118	2	
42	30	135	157	2	
50	31	128	132	2	
47	37	106	109	2	
53	45	96	96	2	
52	37	110	116	2	
52	40	112	114	2	
47	34	136	139	2	
56	45	105	105	2	
78	83	96	74	2	
66	71	100	85	2	
53	53	82	83	2	
46	39	122	121	2	
44	31	111	124	2	
42	30	101	120	2	
41	27	134	137	2	
56	51	100	92	2	
59	48	90	90	2	
44	34	128	129	2	
44	37	119	129	2	
46	30	110	127	2	
46	32	110	113	2	
46	43	112	122	2	
47	37	106	124	2	
50	62	102	98	2	
44	32	109	112	2	
41	31	98	113	2	
44	34	115	124	2	
47	31	111	124	2	
63	63	101	90	2	
47	34	115	120	2	
59	60	97	83	2	
43	29	133	135	2	
46	36	118	125	2	
63	58	109	96	2	
79	91	100	79	2	
44	29	125	135	2	
44	34	118	121	2	
46	29	133	151	2	
43	29	138	140	2	
43	27	117	129	2	
71	77	97	75	2	
60	56	85	83	2	
46	31	133	143	2	
46	34	127	144	2	
60	69	102	87	2	
66	63	88	70	2	
67	75	93	80	2	
46	34	119	127	2	
50	53	101	101	2	
44	34	110	119	2	
44	34	124	140	2	
43	29	128	132	2	
47	37	111	113	2	
44	29	119	133	2	
70	67	101	94	2	
46	31	133	146	2	
48	37	123	125	2	
46	36	122	139	2	
47	34	131	135	2	
51	45	113	125	2	
44	34	131	131	2	
51	45	104	112	2	
43	32	100	103	2	
47	34	111	128	2	
46	37	110	113	2	
48	37	104	112	2	
42	34	119	131	2	
43	29	108	129	2	
49	37	117	125	2	
50	40	125	128	2	
44	31	131	135	2	
53	48	91	96	2	
52	42	119	124	2	
43	31	139	146	2	
43	34	118	125	2	
43	29	133	143	2	
49	40	97	101	2	
44	34	100	100	2	
40	31	104	110	2	
44	32	139	154	2	
44	32	109	104	2	
48	34	123	133	2	
53	43	97	101	2	
46	34	104	103	2	
47	37	111	105	2	
42	30	135	150	2	
53	43	105	115	2	
46	32	119	135	2	
44	34	139	146	2	
74	83	100	85	2	
53	40	115	116	2	
43	31	139	143	2	
43	31	108	117	2	
50	48	104	107	2	
44	29	115	124	2	
46	36	104	107	2	
43	31	104	117	2	
47	34	111	116	2	
44	29	100	100	2	
46	34	118	128	2	
57	49	111	109	2	
42	30	124	135	2	
44	31	129	140	2	
46	48	96	103	2	
50	40	115	113	2	
44	37	119	126	2	
44	37	120	124	2	
52	45	110	109	2	
46	32	122	129	2	
59	51	100	83	2	
44	37	128	137	2	
64	69	102	79	2	
53	56	101	97	2	
46	37	130	127	2	
46	48	108	107	2	
52	43	104	103	2	
50	37	101	104	2	
42	32	124	135	2	
46	32	127	133	2	
68	66	106	98	2	
46	37	114	116	2	
46	34	133	132	2	
46	32	117	122	2	
59	60	110	98	2	
47	40	115	116	2	
46	34	104	110	2	
47	31	131	142	2	
50	49	89	87	2	
42	34	124	135	2	
68	68	100	85	2	
46	31	122	132	2	
43	32	100	107	2	
47	34	102	113	2	
68	68	100	88	2	
57	49	115	113	2	
56	71	104	89	2	
47	40	110	111	2	
49	40	92	92	2	
64	69	94	79	2	
41	31	131	135	2	
44	34	124	143	2	
50	39	118	132	2	
49	37	110	116	2	
52	54	97	105	2	
48	32	134	141	2	
43	36	104	114	2	
47	37	119	126	2	
48	34	118	121	2	
46	32	114	127	2	
42	32	135	139	2	
63	68	89	71	2	
46	34	119	124	2	
48	37	104	104	2	
72	81	94	76	2	
46	34	133	146	2	
46	36	122	121	2	
46	32	133	136	2	
44	34	124	133	2	
52	37	117	122	2	
56	42	114	120	2	
44	37	123	129	2	
44	31	124	136	2	
47	34	101	111	2	
56	54	108	103	2	
63	58	104	100	2	
48	32	123	129	2	
57	55	111	102	2	
46	34	112	111	2	
44	29	128	146	2	
46	32	105	116	2	
44	29	139	150	2	
47	40	114	115	2	
46	34	130	131	2	
47	34	119	126	2	
56	49	104	100	2	
46	32	112	118	2	
40	29	112	122	2	
44	31	106	116	2	
53	48	91	85	2	
46	34	124	124	2	
44	31	114	136	2	
43	29	122	128	2	
42	32	114	135	2	
46	34	112	118	2	
46	32	127	136	2	
47	37	114	122	2	
63	64	85	67	2	
46	40	119	139	2	
46	34	130	135	2	
60	61	104	103	2	
59	60	96	81	2	
43	32	138	144	2	
42	30	124	146	2	
42	30	114	135	2	
46	36	122	125	2	
44	32	139	141	2	
46	40	105	109	2	
43	27	108	125	2	
75	81	93	79	2	
44	37	101	108	2	
46	31	133	139	2	
41	29	111	128	2	
44	31	110	129	2	
50	46	102	102	2	
49	40	105	113	2	
46	32	101	116	2	
50	34	118	125	2	
44	31	110	133	2	
44	32	113	116	2	
44	37	118	133	2	
46	34	122	129	2	
47	37	94	87	2	
42	34	130	142	2	
43	27	127	147	2	
41	37	104	116	2	
47	34	106	116	2	
44	31	115	131	2	
44	37	94	98	2	
43	31	118	132	2	
49	34	117	125	2	
42	34	110	120	2	
49	40	105	116	2	
41	32	104	121	2	
51	42	109	104	2	
74	79	97	94	2	
56	49	108	100	2	
49	51	101	101	2	
47	37	119	133	2	
49	37	122	125	2	
53	46	94	94	2	
44	27	134	146	2	
44	34	115	128	2	
40	31	122	132	2	
50	36	118	128	2	
50	43	97	108	2	
63	56	108	103	2	
44	29	111	128	2	
53	45	108	103	2	
44	37	98	94	2	
44	34	120	135	2	
49	45	119	116	2	
75	84	101	79	2	
53	51	113	103	2	
52	34	117	122	2	
46	31	133	135	2	
46	32	124	139	2	
46	34	110	124	2	
44	31	136	139	2	
47	37	106	116	2	
46	32	138	144	2	
46	36	128	132	2	
44	29	104	121	2	
48	29	100	100	2	
50	42	96	96	2	
50	43	110	115	2	
47	37	114	119	2	
50	51	113	103	2	
60	64	100	99	2	
44	34	119	140	2	
44	31	120	128	2	
42	37	119	129	2	
42	32	101	127	2	
47	31	106	105	2	
64	73	106	83	2	
52	43	104	100	2	
42	30	119	127	2	
50	48	96	96	2	
70	79	97	80	2	
71	83	100	78	2	
60	63	97	94	2	
52	40	110	113	2	
43	31	104	114	2	
52	45	105	105	2	
48	37	118	125	2	
46	31	139	143	2	
46	34	110	116	2	
48	29	118	129	2	
47	37	110	122	2	
44	31	136	142	2	
46	34	128	135	2	
47	34	106	113	2	
49	37	130	131	2	
48	34	104	108	2	
49	32	127	133	2	
44	31	120	131	2	
53	66	106	91	2	
50	43	106	102	2	
50	40	82	80	2	
46	34	122	128	2	
50	46	111	116	2	
49	43	117	111	2	
60	66	94	79	2	
42	34	119	135	2	
55	61	100	96	2	
48	34	113	125	2	
46	29	127	136	2	
46	32	133	144	2	
44	32	118	129	2	
51	32	100	108	2	
44	31	125	128	2	
44	29	115	120	2	
49	34	117	122	2	
44	34	110	122	2	
46	34	127	129	2	
44	37	119	136	2	
46	32	119	131	2	
46	32	104	114	2	
48	34	123	125	2	
44	34	119	136	2	
71	87	96	81	2	
44	29	105	119	2	
44	40	105	111	2	
44	31	125	135	2	
47	34	125	135	2	
46	32	112	133	2	
42	27	110	129	2	
41	27	134	146	2	
47	40	119	122	2	
43	29	113	114	2	
44	43	105	111	2	
67	72	96	83	2	
53	43	114	119	2	
42	30	105	113	2	
47	31	125	128	2	
43	32	104	114	2	
59	49	104	107	2	
42	32	130	146	2	
50	43	97	101	2	
44	32	104	112	2	
46	34	112	114	2	
46	34	104	114	2	
44	29	109	121	2	
50	37	102	113	2	
44	34	110	115	2	
50	31	115	128	2	
46	32	130	142	2	
49	34	117	129	2	
60	55	102	91	2	
44	32	128	141	2	
47	34	120	124	2	
47	37	120	124	2	
44	31	114	140	2	
76	99	108	85	3	
71	91	93	71	3	
84	103	108	92	3	
88	99	104	81	3	
83	103	110	90	3	
88	106	111	98	3	
70	88	105	90	3	
82	102	105	80	3	
84	102	106	91	3	
71	83	87	59	3	
96	112	119	98	3	
88	125	136	109	3	
96	127	130	105	3	
75	99	100	79	3	
93	111	110	94	3	
74	92	101	76	3	
78	102	110	83	3	
88	103	113	96	3	
